event_type,official_release_timestamp,original_timezone,release_timestamp_utc,official_source,source_document,source_release_identifier,acquisition_timestamp_utc,verification_basis,broker_wall_timestamp
CPI,"embargoed until 8:30 a.m. (ET) May 12, 2021 USDL-21-0857 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � APRIL 2021 The Consumer Price Index for All Urban Con",ET,2021-05-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_05122021.htm,cpi_05122021,2026-09-03T15:42:29.155531Z,official document release or embargo timestamp,2021-05-12T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, May 28, 2021 BEA 21-23 Personal Income and Outlays, April 2021 Personal income decreased $3.21 trillion (13.1 percent) in April according to estimates released today by the Bureau of Economic Analysis (tables 3",EDT,2021-05-28T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-april-2021,personal-income-and-outlays-april-2021,2026-09-03T15:47:06.800891Z,official document release or embargo timestamp,2021-05-28T15:30:00
EMPLOYMENT,"embargoed until USDL-21-0980 8:30 a.m. (ET) Friday, June 4, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMENT S",ET,2021-06-04T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_06042021.htm,empsit_06042021,2026-09-03T15:44:20.161468Z,official document release or embargo timestamp,2021-06-04T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) June 10, 2021 USDL-21-1018 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � MAY 2021 The Consumer Price Index for All Urban Cons",ET,2021-06-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_06102021.htm,cpi_06102021,2026-09-03T15:42:30.203019Z,official document release or embargo timestamp,2021-06-10T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. Progress on vaccinations has reduced ",EDT,2021-06-16T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210616a.htm,monetary20210616a,2026-09-03T15:48:54.640467Z,official document release or embargo timestamp,2021-06-16T21:00:00
PCE,"EMBARGOED UNTIL RELEASE: 8:30 A.M. EDT, Tuesday, June 22, 2021 BEA 21—27 Personal Income by State, 1st Quarter 2021 State personal income increased 59.7 percent at an annual rate in the first quarter of 2021 after decreasing 3.9 percent in the fourth quarter o",EDT,2021-06-22T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-state-1st-quarter-2021,personal-income-state-1st-quarter-2021,2026-09-03T15:47:24.607874Z,official document release or embargo timestamp,2021-06-22T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, JUNE 25, 2021 BEA 21-30 Personal Income and Outlays, May 2021 Personal income decreased $414.3 billion (2.0 percent) in May according to estimates released today by the Bureau of Economic Analysis (tables 3 and",EDT,2021-06-25T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-may-2021,personal-income-and-outlays-may-2021,2026-09-03T15:47:17.220780Z,official document release or embargo timestamp,2021-06-25T15:30:00
EMPLOYMENT,"embargoed until USDL-21-1224 8:30 a.m. (ET) Friday, July 2, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMENT S",ET,2021-07-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_07022021.htm,empsit_07022021,2026-09-03T15:44:21.031409Z,official document release or embargo timestamp,2021-07-02T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) July 13, 2021 USDL-21-1313 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � JUNE 2021 The Consumer Price Index for All Urban Con",ET,2021-07-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_07132021.htm,cpi_07132021,2026-09-03T15:42:31.204329Z,official document release or embargo timestamp,2021-07-13T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. With progress on vaccinations and str",EDT,2021-07-28T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210728a.htm,monetary20210728a,2026-09-03T15:48:55.326736Z,official document release or embargo timestamp,2021-07-28T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, JULY 30, 2021 BEA 21-37 Personal Income and Outlays, June 2021 and Annual Update Personal income increased $26.1 billion (0.1 percent) in June according to estimates released today by the Bureau of Economic Ana",EDT,2021-07-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-june-2021-and-annual-update,personal-income-and-outlays-june-2021-and-annual-update,2026-09-03T15:47:15.002583Z,official document release or embargo timestamp,2021-07-30T15:30:00
EMPLOYMENT,"embargoed until USDL-21-1434 8:30 a.m. (ET) Friday, August 6, 2021 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * ",ET,2021-08-06T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_08062021.htm,empsit_08062021,2026-09-03T15:44:22.087898Z,official document release or embargo timestamp,2021-08-06T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) August 11, 2021 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov USDL-21-1467 CONSUMER PRICE INDEX � JULY 2021 The Consumer Price Index for All Urban C",ET,2021-08-11T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_08112021.htm,cpi_08112021,2026-09-03T15:42:32.441080Z,official document release or embargo timestamp,2021-08-11T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, AUGUST 27, 2021 BEA 21-41 Personal Income and Outlays, July 2021 Personal income increased $225.9 billion (1.1 percent) in July according to estimates released today by the Bureau of Economic Analysis (tables 3",EDT,2021-08-27T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-july-2021,personal-income-and-outlays-july-2021,2026-09-03T15:47:13.482014Z,official document release or embargo timestamp,2021-08-27T15:30:00
EMPLOYMENT,"embargoed until USDL-21-1571 8:30 a.m. (ET) Friday, September 3, 2021 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",ET,2021-09-03T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_09032021.htm,empsit_09032021,2026-09-03T15:44:23.056654Z,official document release or embargo timestamp,2021-09-03T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) September 14, 2021 USDL-21-1644 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � AUGUST 2021 The Consumer Price Index for All Ur",ET,2021-09-14T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_09142021.htm,cpi_09142021,2026-09-03T15:42:33.586520Z,official document release or embargo timestamp,2021-09-14T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. With progress on vaccinations and str",EDT,2021-09-22T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210922a.htm,monetary20210922a,2026-09-03T15:48:56.108349Z,official document release or embargo timestamp,2021-09-22T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, September 23, 2021 BEA 21—44 Personal Income by State, 2nd Quarter 2021 State personal income decreased 21.8 percent at an annual rate in the second quarter of 2021 after increasing 56.9 percent in the first ",EDT,2021-09-23T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-state-2nd-quarter-2021,personal-income-state-2nd-quarter-2021,2026-09-03T15:47:26.105928Z,official document release or embargo timestamp,2021-09-23T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, OCTOBER 1, 2021 BEA 21-48 Personal Income and Outlays, August 2021 Personal income increased $35.5 billion (0.2 percent) in August according to estimates released today by the Bureau of Economic Analysis (table",EDT,2021-10-01T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-august-2021,personal-income-and-outlays-august-2021,2026-09-03T15:47:08.300862Z,official document release or embargo timestamp,2021-10-01T15:30:00
EMPLOYMENT,"embargoed until USDL-21-1799 8:30 a.m. (ET) Friday, October 8, 2021 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",ET,2021-10-08T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_10082021.htm,empsit_10082021,2026-09-03T15:44:24.152728Z,official document release or embargo timestamp,2021-10-08T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, October 8, 2021 BEA 21—51 Personal Consumption Expenditures by State, 2020 State personal consumption expenditures (PCE) decreased 2.6 percent in 2020 after increasing 3.7 percent in 2019 (table 1), according t",EDT,2021-10-08T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-consumption-expenditures-state-2020,personal-consumption-expenditures-state-2020,2026-09-03T15:47:05.319731Z,official document release or embargo timestamp,2021-10-08T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) October 13, 2021 USDL-21-1831 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � SEPTEMBER 2021 The Consumer Price Index for All U",ET,2021-10-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_10132021.htm,cpi_10132021,2026-09-03T15:42:34.699008Z,official document release or embargo timestamp,2021-10-13T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, OCTOBER 29, 2021 BEA 21-53 Personal Income and Outlays, September 2021 Personal income decreased $216.2 billion (1.0 percent) in September according to estimates released today by the Bureau of Economic Analysi",EDT,2021-10-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-september-2021,personal-income-and-outlays-september-2021,2026-09-03T15:47:21.691919Z,official document release or embargo timestamp,2021-10-29T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. With progress on vaccinations and str",EDT,2021-11-03T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20211103a.htm,monetary20211103a,2026-09-03T15:48:57.038992Z,official document release or embargo timestamp,2021-11-03T20:00:00
EMPLOYMENT,"embargoed until USDL-21-1930 8:30 a.m. (ET) Friday, November 5, 2021 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2021-11-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_11052021.htm,empsit_11052021,2026-09-03T15:44:25.214653Z,official document release or embargo timestamp,2021-11-05T14:30:00
CPI,"embargoed until 8:30 a.m. (ET) November 10, 2021 USDL-21-1973 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � OCTOBER 2021 The Consumer Price Index for All Ur",ET,2021-11-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_11102021.htm,cpi_11102021,2026-09-03T15:42:35.769580Z,official document release or embargo timestamp,2021-11-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Tuesday, November 16, 2021 BEA 21-57 Personal Income by County and Metropolitan Area, 2020 In 2020, personal income increased in 3,040 counties, decreased in 69, and was unchanged in 3, according to estimates released ",EST,2021-11-16T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-county-and-metropolitan-area-2020,personal-income-county-and-metropolitan-area-2020,2026-09-03T15:47:23.130870Z,official document release or embargo timestamp,2021-11-16T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, WEDNESDAY, NOVEMBER 24, 2021 BEA 21-59 Personal Income and Outlays, October 2021 Personal income increased $93.4 billion (0.5 percent) in October according to estimates released today by the Bureau of Economic Analysis",EST,2021-11-24T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-october-2021,personal-income-and-outlays-october-2021,2026-09-03T15:47:20.216657Z,official document release or embargo timestamp,2021-11-24T15:30:00
EMPLOYMENT,"embargoed until USDL-21-2075 8:30 a.m. (ET) Friday, December 3, 2021 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2021-12-03T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_12032021.htm,empsit_12032021,2026-09-03T15:44:26.306307Z,official document release or embargo timestamp,2021-12-03T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) December 10, 2021 USDL-21-2101 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � NOVEMBER 2021 (NOTE: This news release was reiss",ET,2021-12-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_12102021.htm,cpi_12102021,2026-09-03T15:42:36.912605Z,official document release or embargo timestamp,2021-12-10T15:30:00
FOMC,"For release at 2:00 p.m. EST Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. With progress on vaccinations and str",EST,2021-12-15T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20211215a.htm,monetary20211215a,2026-09-03T15:48:57.796498Z,official document release or embargo timestamp,2021-12-15T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Friday, December 17, 2021 BEA 21—65 Personal Income by State, 3rd Quarter 2021 State personal income increased 2.6 percent at an annual rate in the third quarter of 2021 after decreasing 20.2 percent in the second quar",EST,2021-12-17T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-state-3rd-quarter-2021,personal-income-state-3rd-quarter-2021,2026-09-03T15:47:26.787947Z,official document release or embargo timestamp,2021-12-17T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Thursday, December 23, 2021 BEA 21-68 Personal Income and Outlays, November 2021 Personal income increased $90.4 billion (0.4 percent) in November according to estimates released today by the Bureau of Economic Analysi",EST,2021-12-23T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-november-2021,personal-income-and-outlays-november-2021,2026-09-03T15:47:18.729607Z,official document release or embargo timestamp,2021-12-23T15:30:00
